Order Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Quantity,Discount,Profit,Discount_Category,Sales_Original,Sales_Log
2017-09-09,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,3.0,0.0,23.9688,No Discount,99.87,4.613832559066744
2014-11-01,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Labels,3.0,0.0,22.2,No Discount,44.4,3.8155121050473024
2014-11-01,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,5.0,0.0,9.63,No Discount,21.4,3.109060958860994
2016-04-03,Standard Class,Consumer,Richmond,Indiana,Central,Furniture,Furnishings,4.0,0.0,22.0472,No Discount,71.12,4.2783313983351166
2016-04-03,Standard Class,Consumer,Richmond,Indiana,Central,Technology,Phones,4.0,0.0,124.7808,No Discount,259.96,5.564367138872703
2017-01-12,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Envelopes,1.0,0.0,4.89,No Discount,9.78,2.377692565480851
2015-11-20,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,9.0,0.2,7.56,Low Discount,24.192,3.2265264837987235
2016-11-27,Standard Class,Corporate,Westfield,New Jersey,East,Furniture,Furnishings,3.0,0.0,10.4148,No Discount,31.56,3.4830845411343394
2017-11-06,Same Day,Home Office,San Francisco,California,West,Office Supplies,Paper,3.0,0.2,28.1718,Low Discount,59.94,4.109889773557563
2017-11-06,Same Day,Home Office,San Francisco,California,West,Office Supplies,Paper,4.0,0.2,22.2264,Low Discount,45.36,3.836437018471551
2017-11-06,Same Day,Home Office,San Francisco,California,West,Office Supplies,Paper,5.0,0.2,12.672,Low Discount,26.4,3.3105430133940246
2017-11-06,Same Day,Home Office,San Francisco,California,West,Office Supplies,Labels,4.0,0.2,19.872,Low Discount,41.4,3.7471483622379123
2017-11-06,Same Day,Home Office,San Francisco,California,West,Technology,Accessories,1.0,0.0,1.017,No Discount,16.95,2.8875901149342877
2016-12-02,Standard Class,Corporate,San Jose,California,West,Office Supplies,Binders,2.0,0.2,9.264,Low Discount,24.704,3.2466466218135572
2016-12-02,Standard Class,Corporate,San Jose,California,West,Office Supplies,Appliances,3.0,0.0,26.865,No Discount,59.7,4.1059436980654525
2016-12-02,Standard Class,Corporate,San Jose,California,West,Furniture,Furnishings,3.0,0.0,5.6628,No Discount,14.52,2.7421295147550726
2016-12-02,Standard Class,Corporate,San Jose,California,West,Office Supplies,Binders,3.0,0.2,33.8598,Low Discount,104.184,4.655711197481809
2016-12-17,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Storage,3.0,0.0,13.0284,No Discount,46.53,3.861361090625918
2014-08-24,Second Class,Corporate,Owensboro,Kentucky,South,Office Supplies,Supplies,3.0,0.2,6.63,Low Discount,25.5,3.2771447329921766
2015-09-17,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,5.0,0.2,1.043,Low Discount,14.9,2.766319109226186
2015-09-17,Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,7.0,0.0,41.2237,No Discount,87.71,4.485372622532496
2015-09-17,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,2.0,0.1,8.8784,Low Discount,199.764,5.302130088875954
2015-09-17,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,4.0,0.0,27.434,No Discount,94.6,4.560172820057356
2015-09-17,Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,6.0,0.2,158.5764,Low Discount,4228.704,8.349887293232525
2015-09-17,Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,5.0,0.2,-25.049,Low Discount,2003.92,7.603359438695257
2015-09-17,Standard Class,Consumer,New York City,New York,East,Technology,Phones,3.0,0.0,58.7916,No Discount,209.97,5.3517159432727315
2015-09-17,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,2.0,0.0,217.767,No Discount,659.9,6.493602542476407
2015-09-17,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,2.0,0.0,53.2608,No Discount,110.96,4.718141664647253
2015-09-17,Standard Class,Consumer,New York City,New York,East,Technology,Phones,4.0,0.0,1.356,No Discount,67.8,4.231203744939298
2016-11-26,Second Class,Corporate,New York City,New York,East,Furniture,Tables,2.0,0.4,-120.0508,Medium Discount,313.176,5.749953338435588
2017-11-19,Second Class,Consumer,Springfield,Virginia,South,Office Supplies,Art,7.0,0.0,6.6584,No Discount,22.96,3.1763857732472487
2017-06-03,Standard Class,Corporate,Bellingham,Washington,West,Technology,Accessories,9.5,0.0,362.835,No Discount,1099.5,7.003519900966516
2014-04-08,Standard Class,Corporate,Decatur,Alabama,South,Furniture,Tables,8.0,0.0,316.1392,No Discount,1215.92,7.104078355411906
2014-10-11,Standard Class,Corporate,Fayetteville,Arkansas,South,Office Supplies,Labels,1.0,0.0,3.4357,No Discount,7.31,2.1174596088673567
2014-10-11,Standard Class,Corporate,Fayetteville,Arkansas,South,Furniture,Furnishings,4.0,0.0,3.9248,No Discount,8.92,2.2945529212967815
2017-07-07,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,3.0,0.5,-45.3492,Medium Discount,87.21,4.479720335270676
2017-07-07,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,3.0,0.2,5.4432,Low Discount,15.552,2.8065069404432417
2017-07-07,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,2.0,0.4,-113.998,Medium Discount,683.988,6.529401319860604
2017-07-07,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,3.0,0.2,1.0044,Low Discount,13.392,2.666672496648232
2017-07-07,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,3.0,0.2,4.8231,Low Discount,16.776,2.8778492328972742
2017-07-07,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,2.0,0.2,85.787,Low Discount,527.92,6.270837191688622
2016-07-04,Same Day,Home Office,Seattle,Washington,West,Furniture,Furnishings,5.0,0.0,8.636,No Discount,25.4,3.2733640101522705
2016-07-04,Same Day,Home Office,Seattle,Washington,West,Technology,Phones,3.0,0.2,19.9665,Low Discount,177.48,5.184476550124277
2016-07-04,Same Day,Home Office,Seattle,Washington,West,Technology,Phones,3.0,0.2,8.997,Low Discount,71.976,4.290130619969345
2017-05-19,Standard Class,Consumer,Plano,Texas,Central,Technology,Phones,1.0,0.2,9.5992,Low Discount,95.992,4.574628500875392
2017-05-19,Standard Class,Consumer,Plano,Texas,Central,Office Supplies,Labels,4.0,0.2,4.2952,Low Discount,13.216,2.6543680908523504
2017-10-12,Second Class,Consumer,Los Angeles,California,West,Technology,Accessories,9.5,0.0,130.752,No Discount,435.84,6.079566995329528
2017-10-12,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Art,2.0,0.0,1.5876,No Discount,5.88,1.9286186519452522
2016-08-06,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,4.0,0.2,18.4772,Low Discount,211.168,5.357378413677241
2014-08-25,Standard Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,1.0,0.0,2.6376,No Discount,6.28,1.9851308622085946
2014-08-25,Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,5.0,0.0,30.432,No Discount,95.1,4.565389315976247
2014-08-25,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,4.0,0.0,12.4416,No Discount,25.92,3.2928695047765273
2014-08-25,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,4.0,0.0,13.1868,No Discount,48.84,3.908817874479198
2015-09-14,Second Class,Home Office,Des Moines,Iowa,Central,Office Supplies,Binders,5.0,0.0,12.691,No Discount,25.9,3.292126286607793
2017-03-05,Same Day,Corporate,Southaven,Mississippi,South,Office Supplies,Envelopes,4.0,0.0,19.6328,No Discount,42.68,3.7768903314366495
2017-03-05,Same Day,Corporate,Southaven,Mississippi,South,Technology,Accessories,3.0,0.0,125.9874,No Discount,299.97,5.707010592007626
2017-03-05,Same Day,Corporate,Southaven,Mississippi,South,Office Supplies,Appliances,2.0,0.0,78.672,No Discount,262.24,5.573066163587918
2017-03-05,Same Day,Corporate,Southaven,Mississippi,South,Office Supplies,Binders,6.0,0.0,112.4928,No Discount,234.36,5.461116256853128
2017-04-15,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,4.0,0.2,7.2576,Low Discount,20.736,3.0789698721240466
2014-03-30,First Class,Corporate,New York City,New York,East,Office Supplies,Art,5.0,0.0,2.94,No Discount,10.5,2.4423470353692043
2014-11-11,Second Class,Corporate,Reading,Pennsylvania,East,Furniture,Furnishings,2.0,0.2,7.7896,Low Discount,23.968,3.2175950049684783
2014-11-11,Second Class,Corporate,Reading,Pennsylvania,East,Furniture,Bookcases,4.0,0.5,-250.5408,Medium Discount,521.96,6.259504979304475
2016-03-12,Second Class,Corporate,San Francisco,California,West,Office Supplies,Storage,5.0,0.0,6.7655,No Discount,676.55,6.518483350768723
2016-03-12,Second Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,5.0,0.0,40.274,No Discount,154.9,5.049214776063731
2016-03-12,Second Class,Corporate,San Francisco,California,West,Office Supplies,Envelopes,4.0,0.0,14.9744,No Discount,30.56,3.4518904959776733
2016-03-12,Second Class,Corporate,San Francisco,California,West,Furniture,Chairs,3.0,0.2,77.0352,Low Discount,770.352,6.648144819311267
2017-02-09,Second Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,4.0,0.0,6.5472,No Discount,21.12,3.096482176654134
2014-11-11,Second Class,Home Office,Los Angeles,California,West,Technology,Phones,9.0,0.2,57.5928,Low Discount,575.928,6.35771747535979
2014-11-11,Second Class,Home Office,Los Angeles,California,West,Office Supplies,Appliances,2.0,0.0,2.0228,No Discount,7.78,2.1724764076470255
2014-11-11,Second Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,4.0,0.0,55.764,No Discount,123.92,4.827673532414877
2017-08-20,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Supplies,3.0,0.0,5.166,No Discount,17.22,2.9025198918318122
2017-08-20,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Storage,6.0,0.0,63.4368,No Discount,226.56,5.427413939882447
2017-08-20,Standard Class,Corporate,San Francisco,California,West,Technology,Phones,3.0,0.2,10.788,Low Discount,107.88,4.69024635834321
2016-01-15,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,2.0,0.0,40.1702,No Discount,81.98,4.418599614904722
2014-07-20,First Class,Consumer,San Diego,California,West,Office Supplies,Paper,1.0,0.0,50.328,No Discount,104.85,4.662022997580874
2014-07-20,First Class,Consumer,San Diego,California,West,Office Supplies,Binders,2.0,0.2,3.1552,Low Discount,8.704,2.272538171641749
2014-07-20,First Class,Consumer,San Diego,California,West,Office Supplies,Paper,4.0,0.0,9.7608,No Discount,19.92,3.040705639196722
2014-07-20,First Class,Consumer,San Diego,California,West,Furniture,Furnishings,3.0,0.0,15.4872,No Discount,43.02,3.7846440760983158
2017-02-06,Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,1.0,0.2,30.098,Low Discount,240.784,5.488044765602584
2015-12-25,Standard Class,Home Office,New York City,New York,East,Office Supplies,Appliances,2.0,0.0,124.488,No Discount,414.96,6.030589101792032
2016-10-08,Standard Class,Consumer,Charlotte,North Carolina,South,Office Supplies,Storage,5.0,0.2,-67.851,Low Discount,387.72,5.962859290097648
2017-07-13,Standard Class,Corporate,Overland Park,Kansas,Central,Office Supplies,Storage,2.0,0.0,93.6988,No Discount,360.38,5.889930036283685
2017-07-13,Standard Class,Corporate,Overland Park,Kansas,Central,Office Supplies,Paper,2.0,0.0,6.2376,No Discount,13.56,2.67827804276854
2017-04-24,First Class,Consumer,Mesa,Arizona,West,Technology,Phones,9.5,0.2,34.5,Low Discount,552.0,6.315358001522335
2014-09-07,Standard Class,Home Office,Tulsa,Oklahoma,Central,Furniture,Tables,5.0,0.0,111.774,No Discount,429.9,6.065876044621792
2014-09-07,Standard Class,Home Office,Tulsa,Oklahoma,Central,Office Supplies,Binders,2.0,0.0,15.3888,No Discount,32.06,3.498324092392878
2014-09-07,Standard Class,Home Office,Tulsa,Oklahoma,Central,Furniture,Chairs,2.0,0.0,45.3488,No Discount,161.96,5.093504771918551
2014-09-07,Standard Class,Home Office,Tulsa,Oklahoma,Central,Office Supplies,Storage,2.0,0.0,5.7594,No Discount,19.86,3.0378334495726262
2016-11-21,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,2.0,0.0,6.3504,No Discount,12.96,2.6361960973342264
2017-09-16,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,6.0,0.2,6.42,Low Discount,20.544,3.0700973555092976
2016-07-19,Standard Class,Consumer,Hattiesburg,Mississippi,South,Furniture,Furnishings,6.0,0.0,76.0878,No Discount,185.58,5.228860101532815
2016-07-19,Standard Class,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Binders,2.0,0.0,35.6776,No Discount,77.56,4.36386266404621
2016-07-19,Standard Class,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Storage,4.0,0.0,0.8792,No Discount,87.92,4.487737089095996
2016-07-19,Standard Class,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Paper,6.0,0.0,120.5106,No Discount,245.94,5.509145392139597
2016-07-19,Standard Class,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Binders,1.0,0.0,4.042,No Discount,8.6,2.2617630984737906
2016-07-19,Standard Class,Consumer,Hattiesburg,Mississippi,South,Furniture,Bookcases,5.0,0.0,126.225,No Discount,504.9,6.22633902129789
2017-09-15,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,7.0,0.2,884.058,Low Discount,2357.488,7.765776014731724
2017-09-15,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,7.0,0.2,32.3351,Low Discount,369.544,5.914972196119465
2017-09-15,Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,3.0,0.2,-20.7846,Low Discount,184.752,5.224412450700065
2016-12-11,Same Day,Corporate,Columbus,Ohio,East,Office Supplies,Storage,5.0,0.2,-4.06,Low Discount,64.96,4.189048497691398
2016-12-11,Same Day,Corporate,Columbus,Ohio,East,Office Supplies,Supplies,2.0,0.2,1.69,Low Discount,13.52,2.67552700939665
2016-12-11,Same Day,Corporate,Columbus,Ohio,East,Furniture,Chairs,5.0,0.3,-137.529,Medium Discount,458.43,6.129986590691446
2016-12-11,Same Day,Corporate,Columbus,Ohio,East,Office Supplies,Appliances,4.0,0.2,24.196,Low Discount,387.136,5.961355793670997
2016-12-11,Same Day,Corporate,Columbus,Ohio,East,Furniture,Tables,3.0,0.4,-147.8655,Medium Discount,328.59,5.79784945776923
2014-12-10,Standard Class,Corporate,Caldwell,Idaho,West,Furniture,Chairs,3.0,0.2,4.2294,Low Discount,338.352,5.827037916752556
2014-12-10,Standard Class,Corporate,Caldwell,Idaho,West,Office Supplies,Paper,4.0,0.0,12.4416,No Discount,25.92,3.2928695047765273
2014-12-10,Standard Class,Corporate,Caldwell,Idaho,West,Office Supplies,Paper,4.0,0.0,42.0256,No Discount,91.36,4.525693984486295
2014-12-13,Standard Class,Corporate,Phoenix,Arizona,West,Furniture,Furnishings,3.0,0.2,7.6965,Low Discount,87.96,4.488186830502272
2014-12-13,Standard Class,Corporate,Phoenix,Arizona,West,Office Supplies,Binders,2.0,0.7,-4.1712,High Discount,5.214,1.8268048109708557
2017-09-21,Standard Class,Consumer,Miami,Florida,South,Office Supplies,Binders,1.0,0.7,-8.6058,High Discount,12.294,2.58731280561939
2017-09-07,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,4.0,0.0,8.2992,No Discount,19.76,3.033028058297688
2015-11-02,Standard Class,Consumer,Troy,New York,East,Furniture,Chairs,2.0,0.1,8.5372,Low Discount,109.764,4.707401811771283
2017-12-11,Standard Class,Corporate,New Bedford,Massachusetts,East,Technology,Phones,3.0,0.0,3.8655,No Discount,128.85,4.866379938108757
2017-04-01,First Class,Corporate,Florence,South Carolina,South,Furniture,Furnishings,3.0,0.0,21.7515,No Discount,127.95,4.859424732327354
2015-12-30,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,3.0,0.0,31.5192,No Discount,68.52,4.241614480957137
2015-12-30,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,3.0,0.0,14.2386,No Discount,74.94,4.3299435548036564
2015-12-30,Standard Class,Consumer,Los Angeles,California,West,Technology,Machines,6.0,0.2,286.713,Low Discount,2548.56,7.843676074244569
2015-12-30,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Envelopes,3.0,0.0,122.148,No Discount,271.44,5.607418406373117
2015-12-30,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,3.0,0.2,35.985,Low Discount,287.88,5.666011376969203
2016-03-10,First Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,5.0,0.0,7.152,No Discount,14.9,2.766319109226186
2016-03-10,First Class,Home Office,Los Angeles,California,West,Technology,Phones,8.0,0.2,363.9048,Low Discount,4158.912,8.33324919918541
2014-04-06,Standard Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,2.0,0.0,15.6332,No Discount,91.96,4.532169293103601
2014-04-06,Standard Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,7.0,0.0,12.9129,No Discount,33.11,3.5295905964305545
2014-04-06,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,3.0,0.0,9.3312,No Discount,19.44,3.017493765335504
2014-04-06,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,1.0,0.0,26.6304,No Discount,55.48,4.033886593184986
2014-10-05,Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Appliances,5.0,0.2,11.49,Low Discount,91.92,4.531738907902208
2016-08-13,Same Day,Consumer,Kenner,Louisiana,South,Office Supplies,Appliances,2.0,0.0,4.6818,No Discount,17.34,2.9090844668283187
2016-08-13,Same Day,Consumer,Kenner,Louisiana,South,Technology,Accessories,2.0,0.0,15.1158,No Discount,71.98,4.290185431008302
2014-11-17,Standard Class,Consumer,Cedar Hill,Texas,Central,Office Supplies,Envelopes,3.0,0.2,2.478,Low Discount,7.08,2.089391872533004
2017-04-24,First Class,Corporate,Providence,Rhode Island,East,Technology,Accessories,2.0,0.0,4.8986,No Discount,69.98,4.2623981472183505
2017-08-24,Second Class,Consumer,Lancaster,Ohio,East,Office Supplies,Appliances,8.0,0.2,64.6272,Low Discount,646.272,6.472766608011514
2017-08-24,Second Class,Consumer,Lancaster,Ohio,East,Office Supplies,Paper,2.0,0.2,3.7584,Low Discount,10.368,2.4308023907947995
2017-02-23,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Fasteners,5.0,0.0,0.336,No Discount,8.4,2.2407096892759584
2017-02-23,Standard Class,Corporate,Seattle,Washington,West,Technology,Phones,5.0,0.2,25.186,Low Discount,71.96,4.289911345766076
2016-11-19,First Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Art,2.0,0.2,6.006,Low Discount,18.48,2.969388298214389
2016-11-14,First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,3.0,0.0,2.8536,No Discount,9.84,2.3832429960115
2017-07-06,Same Day,Consumer,Miami,Florida,South,Furniture,Chairs,1.0,0.2,23.924,Low Discount,239.24,5.481638423675075
2016-12-25,Standard Class,Corporate,Nashua,New Hampshire,East,Furniture,Furnishings,4.0,0.0,6.5472,No Discount,21.12,3.096482176654134
2017-04-23,First Class,Consumer,New York City,New York,East,Office Supplies,Supplies,5.0,0.0,15.372,No Discount,54.9,4.023564380161053
2015-12-14,Standard Class,Home Office,Los Angeles,California,West,Furniture,Furnishings,3.0,0.0,5.1816,No Discount,15.24,2.787477334733532
2015-04-19,Standard Class,Consumer,Carrollton,Texas,Central,Office Supplies,Appliances,2.0,0.8,-52.8336,High Discount,19.568,3.0237364699635885
2015-04-19,Standard Class,Consumer,Carrollton,Texas,Central,Office Supplies,Binders,4.0,0.8,-512.1468,High Discount,310.392,5.741052568639579
2016-09-04,Standard Class,Consumer,Georgetown,Kentucky,South,Furniture,Furnishings,3.0,0.0,16.614,No Discount,42.6,3.775057150354989
2016-09-04,Standard Class,Consumer,Georgetown,Kentucky,South,Office Supplies,Binders,6.0,0.0,54.6912,No Discount,113.94,4.744410253079596
2016-09-04,Standard Class,Consumer,Georgetown,Kentucky,South,Office Supplies,Storage,4.0,0.0,5.1968,No Discount,129.92,4.87458644963298
2016-09-04,Standard Class,Consumer,Georgetown,Kentucky,South,Office Supplies,Art,3.0,0.0,2.5344,No Discount,5.28,1.8373699804801074
2017-09-24,Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,3.0,0.2,75.18,Low Discount,859.2,6.757164920349636
2017-09-24,Standard Class,Corporate,Los Angeles,California,West,Technology,Machines,3.0,0.2,177.198,Low Discount,506.28,6.2290631193917765
2016-02-04,Standard Class,Consumer,Sierra Vista,Arizona,West,Furniture,Furnishings,2.0,0.2,3.9512,Low Discount,14.368,2.7322874254662555
2017-05-19,Second Class,Corporate,Knoxville,Tennessee,South,Furniture,Chairs,3.0,0.2,-35.3646,Low Discount,314.352,5.753689475249054
2017-05-19,Second Class,Corporate,Knoxville,Tennessee,South,Office Supplies,Paper,7.0,0.2,10.1094,Low Discount,27.888,3.3634262839751567
2015-09-03,Standard Class,Corporate,Tucson,Arizona,West,Furniture,Furnishings,3.0,0.2,89.307,Low Discount,238.152,5.4770993330434585
2016-06-09,Standard Class,Home Office,Minneapolis,Minnesota,Central,Furniture,Tables,3.0,0.0,173.235,No Discount,692.94,6.542385501437915
2015-11-07,Standard Class,Corporate,Miami,Florida,South,Office Supplies,Binders,9.0,0.7,-12.9168,High Discount,16.146,2.8417649102565643
2015-11-07,Standard Class,Corporate,Miami,Florida,South,Office Supplies,Binders,5.0,0.7,-1031.5385,High Discount,1345.485,7.20525277219703
2016-06-15,First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,7.0,0.2,54.215,Low Discount,173.488,5.161855971369551
2015-04-25,Standard Class,Consumer,Milwaukee,Wisconsin,Central,Office Supplies,Art,5.0,0.0,16.17,No Discount,57.75,4.073291153024268
2015-04-25,Standard Class,Consumer,Milwaukee,Wisconsin,Central,Office Supplies,Appliances,5.0,0.0,76.272,No Discount,272.4,5.610935924289849
2016-09-23,Second Class,Home Office,Lancaster,Ohio,East,Office Supplies,Paper,3.0,0.2,4.0338,Low Discount,11.952,2.561250216375334
2016-09-23,Second Class,Home Office,Lancaster,Ohio,East,Furniture,Furnishings,4.0,0.2,7.7,Low Discount,28.0,3.367295829986474
2016-09-23,Second Class,Home Office,Lancaster,Ohio,East,Office Supplies,Binders,7.0,0.7,-9.7608,High Discount,12.201,2.5802925842986224
2016-08-18,First Class,Consumer,Edinburg,Texas,Central,Office Supplies,Binders,1.0,0.8,-3.4122,High Discount,2.068,1.1210258835050098
2016-08-18,First Class,Consumer,Edinburg,Texas,Central,Office Supplies,Paper,8.0,0.2,30.392,Low Discount,83.84,4.440767129696482
2014-03-02,Standard Class,Home Office,New York City,New York,East,Office Supplies,Envelopes,2.0,0.0,5.3392,No Discount,11.36,2.514465452029545
2014-03-02,Standard Class,Home Office,New York City,New York,East,Office Supplies,Paper,5.0,0.0,17.472,No Discount,36.4,3.6216707044204863
2014-12-30,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,2.0,0.2,6.992,Low Discount,27.968,3.36619177246334
2015-04-10,Standard Class,Home Office,Rochester,New York,East,Office Supplies,Storage,4.0,0.0,38.3508,No Discount,142.04,4.963124311425204
2015-04-10,Standard Class,Home Office,Rochester,New York,East,Office Supplies,Art,3.0,0.0,6.0147,No Discount,14.67,2.7517480563679295
2015-12-25,Second Class,Consumer,San Diego,California,West,Technology,Copiers,5.0,0.2,224.9925,Low Discount,1199.96,7.090876515946656
2015-12-25,Second Class,Consumer,San Diego,California,West,Office Supplies,Paper,3.0,0.0,6.174,No Discount,12.6,2.6100697927420065
2015-12-25,Second Class,Consumer,San Diego,California,West,Office Supplies,Paper,3.0,0.0,8.073,No Discount,17.94,2.9412760877579323
2015-04-05,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,6.0,0.2,7.7688,Low Discount,23.904,3.215028433139307
2015-01-17,Standard Class,Consumer,Bartlett,Tennessee,South,Office Supplies,Supplies,8.0,0.2,10.008,Low Discount,88.96,4.499365127091115
2017-05-20,Standard Class,Home Office,Lakewood,California,West,Furniture,Chairs,8.0,0.2,-97.176,Low Discount,518.272,6.252427830659845
2017-05-20,Standard Class,Home Office,Lakewood,California,West,Furniture,Furnishings,1.0,0.0,3.3504,No Discount,6.98,2.0769384114617173
2017-05-20,Standard Class,Home Office,Lakewood,California,West,Technology,Machines,1.0,0.2,38.61,Low Discount,343.2,5.841222883777439
2017-08-13,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,3.0,0.2,5.9211,Low Discount,17.544,2.920146286597396
2015-12-31,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,2.0,0.2,-26.7204,Low Discount,152.688,5.034924573326141
2015-12-31,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Fasteners,2.0,0.2,0.5668,Low Discount,3.488,1.501407168220395
2015-12-31,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Supplies,2.0,0.2,-1.3248,Low Discount,5.888,1.9297807671254297
2017-12-25,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,3.0,0.2,51.8238,Low Discount,153.552,5.040530609290252
2017-12-25,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,2.0,0.0,2.7062,No Discount,270.62,5.604404030675922
2016-09-01,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,6.0,0.0,206.316,No Discount,468.9,6.15251990610877
2016-09-01,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,2.0,0.0,30.4416,No Discount,72.48,4.297013260346925
2016-09-01,Standard Class,Consumer,New York City,New York,East,Office Supplies,Supplies,3.0,0.0,3.285,No Discount,10.95,2.4807312783775197
2016-09-01,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,3.0,0.0,61.3824,No Discount,191.82,5.261757111236235
2017-08-05,First Class,Home Office,Houston,Texas,Central,Office Supplies,Storage,9.0,0.2,7.5528,Low Discount,151.056,5.024248874048537
2014-02-18,Same Day,Consumer,Lubbock,Texas,Central,Furniture,Furnishings,5.0,0.6,-11.322,High Discount,25.16,3.264231526588998
2016-11-22,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,6.0,0.8,-9.6348,High Discount,6.216,1.9763007827603225
2016-11-22,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,9.0,0.2,2.6568,Low Discount,23.616,3.2033966380197407
2016-11-22,Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,2.0,0.2,-0.6008,Low Discount,24.032,3.220155006366581
2016-11-22,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Labels,1.0,0.2,0.6786,Low Discount,2.088,1.1275236321625297
2016-11-22,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,6.0,0.8,-6.732,High Discount,4.488,1.7025638904235842
2015-12-14,Standard Class,Consumer,Costa Mesa,California,West,Furniture,Furnishings,3.0,0.0,12.8568,No Discount,29.22,3.4085039568445934
2015-06-13,Standard Class,Corporate,Roswell,Georgia,South,Office Supplies,Paper,1.0,0.0,3.1104,No Discount,6.48,2.012232791986386
2017-12-28,Second Class,Corporate,Loveland,Colorado,West,Office Supplies,Binders,2.0,0.7,-0.99,High Discount,1.188,0.7829878845597348
2017-09-20,Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,3.0,0.1,18.1764,Low Discount,272.646,5.611835300271328
